idiom,lang,meaning
朝起き千両、夜起き百両,jp,
朝起きは三文の徳,jp,
朝起きは七つの徳,jp,
朝顔の花一時,jp,
朝駆けの駄賃,jp,
麻殻に目鼻をつけたよう,jp,
朝酒は門田を売っても飲め,jp,
浅瀬に徒波,jp,
浅瀬に仇波,jp,
朝題目に夕念仏,jp,
朝題目に宵念仏,jp,
朝茶は七里帰っても飲め,jp,
明後日の方,jp,
朝虹は雨夕虹は晴れ,jp,
麻につるる蓬,jp,
朝寝八石の損,jp,
朝寝坊の宵っ張り,jp,
朝の果物は金,jp,
朝の来ない夜はない,jp,
麻の中の蓬,jp,
朝の一時は晩の二時に当たる,jp,
朝のぴっかり姑の笑い,jp,
朝日が西から出る,jp,
朝飯前,jp,
朝飯前のお茶漬け,jp,
薊の花も一盛り,jp,
海驢の番,jp,
足がある,jp,
足が重い,jp,
足が地に着かない,jp,
足が地に付かない,jp,
足が付く,jp,
足が出る,jp,
足が遠のく,jp,
足が早い,jp,
足が速い,jp,
足が棒になる,jp,
足が向く,jp,
足蹴にする,jp,
朝に紅顔ありて夕べに白骨となる,jp,
朝に道を聞かば夕べに死すとも可なり,jp,
朝に夕べを謀らず,jp,
明日は明日の風が吹く,jp,
足駄を履いて首ったけ,jp,
足で稼ぐ,jp,
足止めを食う,jp,
足留めを食う,jp,
足止めを食らう,jp,
足並みが揃う,jp,
足並みを揃える,jp,
足に任せる,jp,
足の裏の米粒をこそげる,jp,
足の踏み場もない,jp,
足場を失う,jp,
足場を固める,jp,
足踏みをする,jp,
足下から鳥が立つ,jp,
足元から鳥が立つ,jp,
足許から鳥が立つ,jp,
足元に付け込む,jp,
足下につけ込む,jp,
足下に火が付く,jp,
足元に火が付く,jp,
足下にも及ばない,jp,
足元にも及ばない,jp,
足下にも寄りつけない,jp,
足下の明るいうち,jp,
足元の明るいうち,jp,
足下へも寄り付けない,jp,
足元へも寄り付けない,jp,
足元を固める,jp,
足下を固める,jp,
足許を固める,jp,
足元を見る,jp,
足下を見る,jp,
足を洗う,jp,
足を入れる,jp,
足を奪われる,jp,
足を限りに,jp,
足を掬う,jp,
足を擂り粉木にする,jp,
足を出す,jp,
足を止める,jp,
足を取られる,jp,
足を抜く,jp,
足を延ばす,jp,
足を運ぶ,jp,
足を引っ張る,jp,
葦を啣む雁,jp,
足を踏み入れる,jp,
足を棒にする,jp,
足を向けて寝られない,jp,
味なことをやる,jp,
味も素っ気もない,jp,
味を占める,jp,
味をやる,jp,
明日ありと思う心の仇桜,jp,
飛鳥川の淵瀬,jp,
明日食う塩辛に今日から水を飲む,jp,
明日知らぬ世,jp,
明日の事は明日案じよ,jp,
明日の事を言えば鬼が笑う,jp,
明日の百より今日の五十,jp,
明日は我が身,jp,
与って力がある,jp,
預かり物は半分の主,jp,
梓に鏤める,jp,
梓に上す,jp,
東男に京女,jp,
汗の結晶,jp,
汗水垂らす,jp,
汗水流す,jp,
汗水を流す,jp,
汗をかく,jp,
汗を流す,jp,
畦から行くも田から行くも同じ,jp,
遊びに師なし,jp,
値千金,jp,
価千金,jp,
値を二つにせず,jp,
与うるは受くるより幸いなり,jp,
与えるは受けるより幸いなり,jp,
当たった者のふの悪さ,jp,
当たって砕けよ,jp,
当たって砕けろ,jp,
頭打ちになる,jp,
頭押さえりゃ尻上がる,jp,
頭搔くか字を書くか,jp,
頭隠して尻隠さず,jp,
頭から,jp,
頭から水を浴びたよう,jp,
頭から水を掛けられたよう,jp,
頭から湯気を立てる,jp,
頭が上がらない,jp,
頭が痛い,jp,
頭が動けば尾も動く,jp,
頭が固い,jp,
頭が堅い,jp,
頭が切れる,jp,
頭が下がる,jp,
頭が低い,jp,
頭が古い,jp,
頭が割れるよう,jp,
頭剃るより心を剃れ,jp,
頭でっかち尻すぼり,jp,
頭でっかち尻つぼみ,jp,
頭に入れる,jp,
頭に来る,jp,
頭に血が上る,jp,
頭に湯気を立てる,jp,
頭の上の蠅も追えない,jp,
頭の上の蠅も追われぬ,jp,
頭の上の蠅を追え,jp,
頭の黒い鼠,jp,
頭の天辺から足の爪先まで,jp,
頭の濡れぬ思案,jp,
頭の蠅も追えない,jp,
頭禿げても浮気はやまぬ,jp,
頭を痛める,jp,
頭を抱える,jp,
頭を搔く,jp,
頭を切り替える,jp,
頭を切り換える,jp,
頭を下げる,jp,
頭を絞る,jp,
頭を搾る,jp,
頭を突っ込む,jp,
頭を悩ます,jp,
頭を撥ねる,jp,
頭を捻る,jp,
頭を拈る,jp,
頭を冷やす,jp,
頭を丸める,jp,
頭を擡げる,jp,
新しい酒は新しい革袋に盛れ,jp,
新しい酒を古い革袋に盛る,jp,
新しき葡萄酒は新しき革袋に入れよ,jp,
当たらず触らず,jp,
当たらず障らず,jp,
中らずと雖も遠からず,jp,
当たらずと雖も遠からず,jp,
辺り構わず,jp,
当たりがいい,jp,
当たりを付ける,jp,
当たりを取る,jp,
辺りを払う,jp,
当たるも八卦、当たらぬも八卦,jp,
当たるを幸い,jp,
徒疎か,jp,
寇に兵を藉し、盗に糧を齎す,jp,
寇に兵を藉し、盗に糧を齎す,jp,
徒の悋気,jp,
徒花に実は生らぬ,jp,
仇も情けも我が身より出る,jp,
あだや疎か,jp,
徒や疎か,jp,
仇を恩で報ずる,jp,
仇を恩で報いる,jp,
あちら立てればこちらが立たぬ,jp,
彼方立てれば此方が立たぬ,jp,
悪貨は良貨を駆逐する,jp,
圧巻,jp,
呆気に取られる,jp,
会った時は笠を脱げ,jp,
あったら口に風邪ひかす,jp,
あったら口に風邪をひかす,jp,
可惜口に風ひかす,jp,
あって地獄、なくて極楽,jp,
あっても苦労、なくても苦労,jp,
有っても苦労、無くても苦労,jp,
あっという間,jp,
あっと言う間,jp,
あっと言わせる,jp,
熱くなる,jp,
暑さ寒さも彼岸まで,jp,
暑さ忘れて陰忘る,jp,
暑さ忘れれば陰忘れる,jp,
熱火子に払う,jp,
羹に懲りて膾を吹く,jp,
圧力を掛ける,jp,
当てが外れる,jp,
当て事と畚褌は先から外れる,jp,
当て事と越中褌は向こうから外れる,jp,
当て事は向こうから外れる,jp,
後足で砂をかける,jp,
後味が悪い,jp,
後押しをする,jp,
後から剝げる正月言葉,jp,
後がない,jp,
後釜に据える,jp,
後釜に座る,jp,
後釜に据わる,jp,
後口が悪い,jp,
後先になる,jp,
後先見ず,jp,
後先息子に中娘,jp,
後に引けない,jp,
後にも先にも,jp,
後の雁が先になる,jp,
後の雁が先になる,jp,
後の喧嘩、先でする,jp,
後の祭り,jp,
後は野となれ山となれ,jp,
後腹が病める,jp,
阿堵物,jp,
後へ引かない,jp,
後へも先へも行かぬ,jp,
後棒を担ぐ,jp,
跡を追う,jp,
跡を晦ます,jp,
跡を絶たない,jp,
跡を濁す,jp,
後を引く,jp,
アドバルーンを揚げる,jp,
アドバルーンを上げる,jp,
穴が開く,jp,
穴が空く,jp,
穴があったら入りたい,jp,
あなた任せ,jp,
穴の開くほど,jp,
穴の開くほど見る,jp,
穴の貉を値段する,jp,
穴をあける,jp,
穴を埋める,jp,
穴を掘って言い入れる,jp,
豈図らんや,jp,
姉女房は身代の薬,jp,
姉は菅笠、妹とは日傘,jp,
あの声で蜥蜴食らうか時鳥,jp,
あの手この手,jp,
あの世の千日、この世の一日,jp,
痘痕も靨,jp,
家鴨も鴨の気位,jp,
危ないことは怪我のうち,jp,
危ない橋も一度は渡れ,jp,
危ない橋を渡る,jp,
虻蜂取らず,jp,
虻蜂捕らず,jp,
油が切れる,jp,
脂が乗る,jp,
油紙に火が付いたよう,jp,
油紙に火の付いたよう,jp,
油紙へ火の付いたよう,jp,
脂に画き、氷に鏤む,jp,
油を売る,jp,
油を絞る,jp,
油を注ぐ,jp,
油を以って油煙を落とす,jp,
阿呆の三杯汁,jp,
甘い汁を吸う,jp,
甘い物に蟻がつく,jp,
甘く見る,jp,
余す所なく,jp,
雨垂れ石を穿つ,jp,
雨垂れは三途の川,jp,
天の邪鬼,jp,
雨夜の月,jp,
余り茶に福あり,jp,
あまり円きはまろびやすし,jp,
余り物には福がある,jp,
網、呑舟の魚を漏らす,jp,
阿弥陀の光も金次第,jp,
阿弥陀の光も銭次第,jp,
阿弥陀も銭で光る,jp,
網なくて淵を覗くな,jp,
網にかかった魚,jp,
網に掛かった魚,jp,
網にかかるは雑魚ばかり,jp,
網の目に風たまらず,jp,
網の目に風たまる,jp,
網の目を潜る,jp,
網を張る,jp,
雨、車軸の如し,jp,
雨が降ろうが槍が降ろうが,jp,
雨塊を破らず、風枝を鳴らさず,jp,
飴と鞭,jp,
雨の降る日は天気が悪い,jp,
雨は花の父母,jp,
雨晴れて笠を忘る,jp,
雨晴れて笠を忘れる,jp,
雨降って地固まる,jp,
飴をしゃぶらせる,jp,
危うきこと虎の尾を踏むが如し,jp,
危うきこと累卵の如し,jp,
過ちて改めざる是を過ちと謂う,jp,
過ちては改むるに憚ること勿れ,jp,
過ちては則ち改むるに憚ること勿れ,jp,
過ちは好む所にあり,jp,
過ちを文る,jp,
過ちを観て斯に仁を知る,jp,
過ちを観て仁を知る,jp,
過つは人の性、許すは神の心,jp,
荒肝を抜く,jp,
嵐の前の静けさ,jp,
争い果ててのちぎり木,jp,
争い果てての棒乳切り,jp,
争い果てての棒千切り,jp,
争えない,jp,
新たに沐する者は必ず冠を弾く,jp,
荒波に揉まれる,jp,
有り金をはたく,jp,
ありそうでないのが金,jp,
有り体に言う,jp,
在りての厭い、亡くての偲び,jp,
蟻の穴から堤も崩れる,jp,
蟻の甘きにつくが如し,jp,
蟻の思いも天に届く,jp,
蟻の熊野参り,jp,
蟻の這い出る隙もない,jp,
有るか無きか,jp,
歩く足には塵が付く,jp,
ある手からこぼれる,jp,
ある時は米の飯,jp,
ある時払いの催促なし,jp,
あるところにはあるもの,jp,
あるは厭なり思うは成らず,jp,
あるはないに勝る,jp,
アルファでありオメガである,jp,
合わす顔がない,jp,
会わす顔がない,jp,
合わせ物は離れ物,jp,
合わせる顔がない,jp,
会わせる顔がない,jp,
慌てる蟹は穴に入れぬ,jp,
慌てる蟹は穴へ入れぬ,jp,
慌てる乞食は貰いが少ない,jp,
阿波に吹く風は讃岐にも吹く,jp,
合わぬ蓋あれば合う蓋あり,jp,
粟一粒は汗一粒,jp,
鮑の片思い,jp,
泡を食う,jp,
泡を吹かせる,jp,
鮟鱇の待ち食い,jp,
晏子の御,jp,
暗礁に乗り上げる,jp,
案じてたもるより銭たもれ,jp,
鞍上人なく、鞍下馬なし,jp,
案じるより団子汁,jp,
案ずるより産むが易し,jp,
アンテナを張る,jp,
安に居て危を思う,jp,
案に相違する,jp,
案に違う,jp,
暗夜に灯火を失う,jp,
暗夜の礫,jp,
Rの字のない月に牡蠣を食べるな,jp,
Rのない月の牡蠣はよくない,jp,
恋いたほど飽いた,jp,
恋に師匠なし,jp,
恋に上下の隔てなし,jp,
恋の遺恨と食べ物の遺恨は恐ろしい,jp,
恋の鞘当て,jp,
鯉の滝登り,jp,
鯉の一跳ね,jp,
恋の道には女がさかしい,jp,
恋の病に薬なし,jp,
恋の山には孔子の倒れ,jp,
恋の闇,jp,
恋は曲者,jp,
恋は思案の外,jp,
恋は仕勝ち,jp,
恋は盲目,jp,
好一対,jp,
紅一点,jp,
光陰、矢の如し,jp,
光陰に関守なし,jp,
後悔、先に立たず,jp,
後悔は知恵の緒,jp,
口角、泡を飛ばす,jp,
